novel_title,novel_genre,novel_writer,novel_img,novel_content,platform_kakao,나눔
정복대제 인백 [단행본],fantasy,매검향,https://dn-img-page.kakao.com/download/resource?kid=dysKy/hyfOjXEazU/McM7NhQL4lTKknvAVmZJVk&filename=th3,"왕조시대의 공화주의자 정여립으로 환생한 주인공은 기왕 대역 죄인으로 몰려 죽을 운명이라면
더한 반역을 꾀해 용렬한 군주 선조마저 아예 몰아낼 계획을 세운다.
그 결과 선조를 백성과 자신이 통치하던 땅을 버리고 명나라로 도망가는 왕으로 만들어
역성혁명임에도 불구하고 백성들의 지지를 이끌어낸다.

이를 시작으로 주인공은 일본, 여진, 중국 동양 삼국은 물론 해외에도 드넓은 땅을 개척해
고구려의 광개토대왕보다 훨씬 더 넓은 땅을 개척해 사후 광개토대황제로 추증된다.
이 거대한 대역사의 장정이 지금 막 시작되고 있다. 주인공 정인백에 의해.",https://page.kakao.com/content/60176015?tab_type=about,나눔
태왕의 천재 아들 [단행본],fantasy,연두양파,https://dn-img-page.kakao.com/download/resource?kid=cmVkNd/hzKk1EQpIR/7CNfqz82HNl5DXW6krowzk&filename=th3,부자의 세계 제국 건설기,https://page.kakao.com/content/60175726?tab_type=about,나눔
제국의 창고지기 [단행본],fantasy,Rovin,https://dn-img-page.kakao.com/download/resource?kid=dMgrwy/hyoXzwfxju/XkWkHw4sWoRkUHBM1lSKmk&filename=th3,"그는 정신을 방어해주는 가호를 지녔다.
저주로 가득한 창고를 관리하는 데엔 그것으로 충분했다.",https://page.kakao.com/content/60175503?tab_type=about,나눔
고인물은 레벨업이 싫다,fantasy,뫼신,https://dn-img-page.kakao.com/download/resource?kid=m03Ej/hzmU4YPTFW/K8Gria6nWgfbJJHUrUxyU0&filename=th3,"게임 속에서 나갈 수가 없게 됐다. 
현실로 돌아갈 방법은 단 하나, 만렙을 찍는 것. 
각고의 노력 끝에 만렙을 찍었지만……. 

[에러! 잘못된 접근입니다. 시스템을 초기화합니다.] 
“……?” 

1회차, 만렙을 찍었더니 초기화. 
2회차, 만렙을 찍었더니 초기화. 
3회차… 이하 생략. 

그리고 11회차. 
이제 더러워서 때려치우기로 했다. 

""그냥 살자. 생각해 보면 여기도 뭐, 좋잖아?""

 [빠밤! 경험치 특전이 주어집니다.]
 [하루에 한 번, 레벨이 1씩 상승합니다.] 
“…….” 

고인물은 이제 레벨 업이 싫다.",https://page.kakao.com/content/60139915?tab_type=about,나눔
마나 먹는 헌터,fantasy,유리손목,https://dn-img-page.kakao.com/download/resource?kid=yrWUx/hzCtaJZKF5/1ONJtZatgdVfRoN851jLa1&filename=th3,평범한 대학생이던 내가 마나를 먹게 된 순간 인생이 달라졌다.,https://page.kakao.com/content/59780266?tab_type=about,나눔
용살자의 클래스가 다른 회귀,fantasy,헥토파스칼,https://dn-img-page.kakao.com/download/resource?kid=catNWS/hyZ8tG5lIm/P0V1hT441gtHEDgMtMH4r0&filename=th3,"지크 드레이커,
용살자 가문 직계 혈통 중 최초의 각성 실패자.
검이 아닌 힐러의 재능을 지녔기에 가문에서 쫓겨났다.

강해지기 위해 발버둥치다 비참한 죽음을 맞이한 지크.
죽음의 순간 눈 앞에 의문의 문자들이 떠오른다.

[엘더드래곤의 넋이 의지를 가진 자의 영혼에 각인됩니다.]
[돌이킬 수 없는 약속된 힘이 발동합니다.]

정신을 차렸을 때, 그는 자신을 버렸던 20년 전의 용살자 가문에서 눈을 뜬다.

""강해질 수 있다면 난 무엇이든 이용할 거다.""

새롭게 각성한 불멸의 힘.
클래스가 다른 용살자의 전설이 시작된다.",https://page.kakao.com/content/55847408?tab_type=about,나눔
전쟁 영웅이 고향 영지로 귀환하는 이야기,fantasy,저스티츠,https://dn-img-page.kakao.com/download/resource?kid=bfzsAf/hzwBlxoMbv/w8CoHEe8LqmAro9vDPI9N0&filename=th3,"전쟁이 끝나고 살아남아 고향으로 귀환했지만 그가 꿈꾸던 고향은 없었다.
어릴 적 못된 짓을 수습해 주던 어른들은 이미 늙어 이제는 자신이 마을의 아이들을 지켜 줘야 했다.
주인공은 전장의 외상 후 스트레스를 다 치유하지도 못한 채 마을의 안위를 위해 고군분투한다.
과연 그는 언제쯤 꿈꾸던 고향에 안착할 수 있을까.",https://page.kakao.com/content/59503508?tab_type=about,나눔
이혼 후 빌런 각성 [연재],fantasy,소래담,https://dn-img-page.kakao.com/download/resource?kid=xTp5e/hzHNx71tBs/ZQil4BRgGNRrxHu3xiveF1&filename=th3,"착하게 살면 좋은 날이 올 줄만 알았다

하지만 돌아오는 건 배신과 상처뿐

이제는 빌런처럼 살련다",https://page.kakao.com/content/60157181?tab_type=about,나눔
재벌총수가 대통령으로 회귀함 1967,fantasy,물연필,https://dn-img-page.kakao.com/download/resource?kid=cq3cwD/hzwBhBqBnz/7DqbpKjxaO23EwCzyYAKI1&filename=th3,"현대 그룹 재벌총수 왕 회장, 1967년 박 대통령으로 회귀했다!

권위주의와 관료주의에 찌든 대한민국을 능력 본위 (주)대한민국으로 뜯어고쳐 봅시다!",https://page.kakao.com/content/59397261?tab_type=about,나눔
메타버스 코인재벌,fantasy,넥시트,https://dn-img-page.kakao.com/download/resource?kid=bifRUb/hzwBi09QAF/MNpISprP3fKkU4I3RIuEA1&filename=th3,"이번 세상에선 흙수저였지만 다음 세상에선 재벌이 된다!

염세주의자 친구의 아버지 장례식 비용을 빌려주었더니 그 녀석이 고맙다며 나에게 코인을 보내줬다.
개당 50원밖에 안 하는 코인 40,000개. 코인 이름은 '넥시트코인'
지금 팔면 2백만 원 정도 되겠네. 근데 뭐 이런 잡코인을 줬어?

한 달 후, 전례 없는 종말설이 전 세계를 뒤덮는다.
우리가 현실인 줄 알았던 이 세상은 메타버스 공간이었고,
2021년 12월 31일 이번 메타버스 서비스가 종료되며 1월 1일 새로운 메타버스 서비스로 넘어가게 된다는 종말설.

그런데 다음 메타버스 서비스의 공식 디지털 통화(Currency)가 바로 '넥시트코인'이란다.

종말설과 함께 넥시트코인이 떡상하기 시작하는데…….
이걸 팔아? 말아?",https://page.kakao.com/content/59251778?tab_type=about,나눔
우주에서 각성자가 살아남는 법 [단행본],fantasy,강원산,https://dn-img-page.kakao.com/download/resource?kid=hTwel/hzKkY9cgH0/O81NOMXhsfGrnru5fGwDC1&filename=th3,"#각성#우주#생존#괴물#비밀단체#무가

유사지구를 찾아가기 위한 거대 우주선 아크K호.
그 안에서 벌어지는 각성자들의 이야기.
'우주에서 각성자가 살아남는 법(우살법)' 지금 시작합니다.",https://page.kakao.com/content/60183532?tab_type=about,나눔
F급 힐러가 랭킹 1위가 되어 버렸다,fantasy,다원나린,https://dn-img-page.kakao.com/download/resource?kid=lDlVK/hzhOlFf1OF/PtaEbFQfbhoLoUEtbBkzzk&filename=th3,"“팀장님, 준비 끝났다는데 이제 들어가는 게 어떻겠습니까?”

나는 네 팀장이 아니다.

“그냥 팀장님 혼자 들어가면 안 되나요? 게이트 단독 공략하신 경험도 있잖아요.”

나 혼자 들어갔다가는 저세상 하이패스권을 끊고 말 거다.

희게 질린 얼굴로 게이트 앞에 서 있는 여자의 이름은 지화자.... 가 아니라
할 줄 아는 건 안마뿐인 F급 힐러 유은영이었다.

* * *

돌발 게이트에 휘말려 랭킹 1위 지화자와 몸이 뒤바뀌어버린 폐급 힐러 유은영.
다 망했다고 생각했는데, 무언가 이상하다.

 
“뭐예요, 저거? 팀장님이 그러신 거예요?”
“그, 그런 것 같아요.”
“역시, 팀장님이네요. 아무리 생각해도 팀장님 혼자서 게이트 공략하셔야 했다니까?”

유은영은 울지 못해 웃었다.
정년 퇴직 후 마사지 숍을 차리려고 했건만 아무래도 무리인 것 같다.",https://page.kakao.com/content/58619882?tab_type=about,나눔
진혼기,fantasy,정연,https://dn-img-page.kakao.com/download/resource?kid=heusp/hyEdfQSGJZ/DTRByj0zhXSYifsoYEw171&filename=th3,"[독점연재]

""화랑 가운데 만약 흉신이 하나 있다면 그게 누구겠소?
바로, 귀신을 부리는 주술을 쓰는 설영랑이지!”

어느 날 대재앙을 일으킬 흉신으로 지목된 화랑 설영.
누명을 벗고 본래의 자리로 돌아갈 방법은,
괴변들을 해결해 흉신이 아님을 증명하는 것뿐.

그런 설영 앞에 8년 전 대악령을 처단하고 자취를 감추었던, 
전대 화랑의 우두머리 자하가 찾아오는데…….


「유랑화사」 「반월당의 기묘한 이야기」 정연 작가의 신판타지 기담!

[레드독퍼블리싱그룹 X 버프툰]",https://page.kakao.com/content/55337919?tab_type=about,나눔
메타버스에서 최강무사가 되었다,fantasy,설련하,https://dn-img-page.kakao.com/download/resource?kid=dZEiAe/hzmU0JTJjZ/kTBEADNSE5AmXsXKLuSHTK&filename=th3,"말괄량이에 심술꾸러기로 자란 류인원. 
서울의 전학온고등학교 앞에서 사고를 치고 친구를 찾아간다. 
알바로 전전하다 공사판까지 떠밀려 가는데…….
어느 날 폐기장에서 게임 기구를 가져와 메타버스에 접속했다. 
그리고 발견된 천재적인 게임 본능!
마침내 게임 속에서 재능을 꽃피우고, 
최강 무사가 되어 가상 현실 세계의 무림을 제패하는데...",https://page.kakao.com/content/59040150?tab_type=about,나눔
용살검가 수라검마,fantasy,주문향,https://dn-img-page.kakao.com/download/resource?kid=DS7mV/hzHNvPWkSr/PDcR2TPna4mVcnkvq7Zne1&filename=th3,"정파와 사파 양쪽에게 공격받은 희대의 무공천재 검마(劍魔) 이서원.
마지막 순간에 그가 꿈꿨던 것은 하늘을 날아다니는 용처럼 자유롭게 살 수 있는 세상이었다.

하지만 정신을 차렸을 때… 그는 드래곤을 사냥하는 용살검가 에인헤랴르의 장남이 되어 있었다.",https://page.kakao.com/content/60139035?tab_type=about,나눔
피자 타이거 스파게티 드래곤 [단행본],fantasy,흉적,https://dn-img-page.kakao.com/download/resource?kid=geAzx/hzKkRPLvb7/8ByF4K8DxzHIYHRiZiCJLk&filename=th3,"시간은 미래.
장소는 우주.

그리고 장갑복, 뒷목, 뚝배기.

*****

23세기의 우주는 인류에게 그다지 친절하지 않다.
두뇌에 칩을 박고 수많은 지식과 인공지능을 넣은 정신이라 해도 상처받고 미쳐간다.
전신에 강화시술을 받고 장갑복을 입은 육체라 해도 상처받고 죽어간다.

그래서 인류는 거울이 되기로 했다.
눈에는 눈, 이에는 이.

적대하는 자의 눈에는 달군 납을 쑤셔 박고,
항복한 자의 이에는 그 가족의 고기가 끼어있다.
23세기의 인류는 우주에 그다지 친절하지 않다.",https://page.kakao.com/content/60178998?tab_type=about,나눔
붉은머리 망나니 기사,fantasy,홍삼더덕,https://dn-img-page.kakao.com/download/resource?kid=bcbmLZ/hzmU12vvx6/eD8ZjdWgPbY03zaVsJH3Vk&filename=th3,"“야만인? 진짜 야만적인 게 뭔지 보여주지.”

10년의 전쟁 이후 모든 이가 붉은 머리만 보면 전쟁의 참화를 떠올리는 세계. 
나는 정복자 왕과 붉은 머리 야만인 첩 사이에서 태어난 서자로 환생했다. 

이 세상 사람들은 나만 보면 다 야만인이라 부른다.
하지만, 난 이 세상의 모든 이들보다 깨어있다.",https://page.kakao.com/content/58697223?tab_type=about,나눔
소설 속 망나니가 되었다,fantasy,영술사,https://dn-img-page.kakao.com/download/resource?kid=hZCLH/hyF27ja3q6/Ve1nBsRMmQjjNy4iFIkf8k&filename=th3,"전생 최강자 진룡, 현생 최강의 망나니로 환생하다!

드래곤들의 신, '용신'을 쓰러트린 제왕 진룡.
탄탄대로가 열린 그의 앞에 정체불명의 존재 '아신'이 나타난다.
아신은 사실 이 모든 것은 소설 속의 이야기며, 등장인물인 '진룡'이 실존하기 위해서는 소설과 똑같이 창조된 세계로 들어가 다시 한 번 용신을 쓰러트려야 
한다고 하는데…….

*

안 해.
내가 미쳤냐?

그랬더니 아신은 내게 하나의 선물을 주고 소원도 들어준다고 했다.
…….
꿈이라고 생각하고 대답했다.
내가 죽였던, 황제의 망나니 아들로 살게 해 달라고.",https://page.kakao.com/content/55825428?tab_type=about,나눔
부서진 성좌의 회귀,fantasy,사도연,https://dn-img-page.kakao.com/download/resource?kid=cs1A0D/hzaceUa6VH/5Xzck1IRrDinFqEsTp0Kek&filename=th3,"한낱 인간에서 신의 위치까지 오른 '신들의 황혼'
흉신으로 위명을 떨치다 신좌, 신앙, 신위…… 모든 걸 잃었다.
신성도 끊어졌고, 신력도 사라졌다.

“짐과 같이 일을 좀 해 주었으면 한다.”

그런 그에게 명계의 주인, 타나토스가 손을 내미는데……
그 손을 잡은 '신들의 황혼'은 이제 플레이어 '이창선'으로 다시 살기 시작한다.
자신을 나락으로 떨어트린 신들의 목을 쥐기 위해!

‘돌아왔구나, 정말로.’",https://page.kakao.com/content/55914108?tab_type=about,나눔
포식으로 레벨업하는 군주님,fantasy,아이박슨,https://dn-img-page.kakao.com/download/resource?kid=nGhBW/hzp2fcJ0Wc/kNZUqcQu8YPettb9Gjktf0&filename=th3,"바벨탑 100층, 만신전(萬神殿).
신들 앞에 선 지구 최후의 인류.
신의 창이 그의 심장을 뚫는 순간, 그는 미소 지었다.

“미래, 아니 과거에서 다시 보자.”",https://page.kakao.com/content/58427990?tab_type=about,나눔
이세계의 능력을 흡수함,fantasy,연함,https://dn-img-page.kakao.com/download/resource?kid=cgR6KB/hynaB3KIM7/c0bzeNkgmRkjSPyLBv3JV1&filename=th3,"세상에 단 한 명뿐인 카피능력자 조승후.
마법과 오러를 사용하는 메타인들이 살고 있는 미지의 행성 메타로 향한다.

회빙환 없음, 카피능력자, 행성침공, 점점 먼치킨, 생존물, 모험, 이능력, 마검사",https://page.kakao.com/content/60200596?tab_type=about,나눔
다크 판타지의 마안기사 [단행본],fantasy,신시우,https://dn-img-page.kakao.com/download/resource?kid=hOCpx/hyZIdjOXBJ/TafVfxom1zmhwe0oQQtd01&filename=th3,"약하디 약했던 전생.
새로 환생한 이세계에서 재능 넘치는 육체와 마안을 얻다.",https://page.kakao.com/content/60164784?tab_type=about,나눔
어쩌다 이 세계를 지키게 되었다,fantasy,차우렌즈,https://dn-img-page.kakao.com/download/resource?kid=bAaicq/hzacbXnbdA/j1MHPhjRI1X43ODbNizUoK&filename=th3,"어머니를 살리겠다며 미친듯이 연구하던 아버지.
오직 어머니를 살리겠다는 일념 하나로 다른 세계로 넘어간 그가 세상을 멸망으로 이끌 흑마법사가 되었다.

그리고 아버지의 흔적을 쫓다 같은 세계로 넘어가게 된 민우는 아버지를 막아내고 세계를 지켜야 하는 수호자, 일명 빛의 기사가 되었다는 모양이다.


갑작스러운 상황에 당황한 민우였지만, 중요한 건 이거였다.

세계를 수호하는 백기사로서, 그리고 아들로서 아버지를 찾아야 한다는 것.",https://page.kakao.com/content/57846841?tab_type=about,나눔
위대한 가문의 회귀자 [단행본],fantasy,소확행,https://dn-img-page.kakao.com/download/resource?kid=bcQgSL/hzHNvCkTFd/Qoh7PWJ1OIja098P5QT6nK&filename=th3,"추방되고 나서야 재능을 찾은 서태하.

후회 가득한 삶을 살고 죽은 그가 눈을 떴을 때.

어린 시절로 돌아왔다.",https://page.kakao.com/content/60119781?tab_type=about,나눔
차원무장 최강헌터[단행본],fantasy,골든아공간,https://dn-img-page.kakao.com/download/resource?kid=kv0js/hzHNwBfyXC/2dZgnu5Qqdc5vEhTMUes4k&filename=th3,"북한을 공격한 핵폭발로 구멍난 하늘 그 속에서 퍼진 차원에너지, 
육군 병장 강산과 동료들이 차원풍에 휩쓸렸지만 순간 이동 능력자로 각성! 
미국이 그것을 알았다. 각성자 실험. 강산이 끌려가 실험을 당했지만 결국 탈출했다.

“어? 그런데 여기는 어디야?”

다른 차원의 무기로 무장한 강산의 복수와 사랑을 기대해 주세요!",https://page.kakao.com/content/60112126?tab_type=about,나눔
독식하는 스트리머,fantasy,레이비크,https://dn-img-page.kakao.com/download/resource?kid=dafh34/hzhOldSUsg/gQpzc7shKIXcMJod1cgym0&filename=th3,"눈을 뜨니 게임 속이었다.

더군다나 외부와는 방송까지 연결되어 있다.

 
하지만 걱정은 없다. 나는  이 게임에 대해 잘 알고, 질릴 정도로 플레이한 스트리머였으니까.

모든 히든 피스를 독식하여 게임을 클리어 하면 나갈 수 있겠지?

 

그럼 독식 방송을 시작한다.",https://page.kakao.com/content/58481477?tab_type=about,나눔
내가 SSS랭크로 귀환한 사연,fantasy,코코릴,https://dn-img-page.kakao.com/download/resource?kid=cHxDXa/hzp2jzjNBO/tdLkMBTC5k2RTk7wUzABM0&filename=th3,"위대한 업적을 이뤄 내면 지구로 돌려보내 준다기에
이세계에서 개고생하길 317년.
온갖 퀘스트를 깨고 용병왕이 되고, 왕국의 왕이 되었고, 대륙 통일 후 마왕까지 잡고 귀환했다. 

[귀환을 환영합니다. 김진 플레이어님! SSS등급 랭크로 등록되었습니다!]

그런데, 이곳은 317일밖에 안 지났다.
심지어 지구 귀환이 퀘스트 완료가 아니고 그냥 죽기만 하면 됐었다고?

""헉!! 용병왕이다!""

""수틀리면 그냥 다 죽여 버린다던데......""

나보다 먼저 죽어서 귀환한 놈들이 나만 보면 도망친다.
용병왕이 아니라 인성왕? 이딴 소문 낸 놈들 누구야!?

SSS급 용병왕이 지구로 귀환해 적응하는 이야기.",https://page.kakao.com/content/59103434?tab_type=about,나눔
나 혼자 평행우주 독식,fantasy,바람따라0,https://dn-img-page.kakao.com/download/resource?kid=fyV7W/hzHNyZ5y4Q/CUwk7kSDZnlIsrROS4n9E1&filename=th3,"어느 날, 우주적 관점으로 모래알보다 작은 지구에 평행우주가 충돌했다.",https://page.kakao.com/content/60093538?tab_type=about,나눔
삼국지 : 난세의 애널리스트 [단행본],fantasy,인더정글,https://dn-img-page.kakao.com/download/resource?kid=7bODQ/hyoXycZRu3/JaOX4ycih8oVD9oSk2CqJK&filename=th3,"곧 망할 황건적을 집어 삼켜 자신의 세력으로 만들고 동탁의 뒤통수를 쳐서라도 살아돌아가겠다!

애널리스트의 시선으로 난세를 바라보는 진수와 레아의 이야기.",https://page.kakao.com/content/60118495?tab_type=about,나눔
남한산성부터 시작하는 빙의생활,fantasy,핏콩,https://dn-img-page.kakao.com/download/resource?kid=d5lEJE/hzCtfkxDjp/lHHaRlSXDERDsCvbhB9yEk&filename=th3,"눈을 떠보니 병자호란 한복판.
그것도 이미 임금이 남한산성에 갇혀버린 뒤다.

……일단 홍타이지부터 날리고 시작하자.",https://page.kakao.com/content/59911496?tab_type=about,나눔
메테오 대신 우주선이 떨어졌다,fantasy,시계분침,https://dn-img-page.kakao.com/download/resource?kid=bbYLsl/hzp2eLDKML/lxCpKXKJCCZvIj5mSsICn1&filename=th3,"“어, 그게 그러니까 메테오가 아니라 우주선이랍니다.”

#판타지 #아카데미 #약간의 SF",https://page.kakao.com/content/59183771?tab_type=about,나눔
"최항, 고려의 깃발을 지켜라! [단행본]",fantasy,슬라임2세,https://dn-img-page.kakao.com/download/resource?kid=mgHSR/hzHNysiTdz/6pi5tsEoRAHt26WKeOGNl1&filename=th3,"송광사의 승려 만전이 되었다.

아비는 고려 천하를 손에 쥐락펴락하는 권신 최우란다.

그리고 여몽 전쟁이 1년 후다. 망했다.",https://page.kakao.com/content/60116937?tab_type=about,나눔
싸울아비K,fantasy,대문호,https://dn-img-page.kakao.com/download/resource?kid=kwF7r/hyfOft9d4X/tXEzodCLz4ieYpkZsE6Xlk&filename=th3,역사가 기록하는 전설적 무인들의 기억을 깡그리 전승한다!,https://page.kakao.com/content/60127614?tab_type=about,나눔
티처,fantasy,정민,https://dn-img-page.kakao.com/download/resource?kid=d8sBmj/hzwBkrChSr/XFFiIYBePV9JztncqHukI0&filename=th3,"유전자 지도까지 밝혀낸 인류가 아직 개척하지 못한 미개척지인 뇌.
어느 날, 아버지에 의해 그 미개척 분야에서 다시 태어난 소년, 정철민.
그런데 그의 뇌 속에는 또 다른 세 명이 살고 있다.
제약된 가상현실 게임이 아닌, 제약이 사라진 가상의 세계, 콘트랙트.
그 속에서 철민은 자신의 직업과 자신의 미래를 선택한다.
그가 선택한 직업은 ‘티처(Teaher)’. 가르치기 위해서 배우는 자의 전설이 시작되었다!",https://page.kakao.com/content/59469440?tab_type=about,나눔
하멜,fantasy,정민,https://dn-img-page.kakao.com/download/resource?kid=bw9npQ/hzwBqZFb1s/69tk9U1Ou2aKK3VVtmxg90&filename=th3,"&lt;우연이 한 번이면 우연으로 끝이 나고, 우연이 두 번 겹치게 되면 인연이 되고, 우연이 세 번 겹치면 운명이 된다는 말이 있다. 그렇다면 우연이 네 번 겹치면 무엇이 될까?&gt;

그날 가상현실 게임 ‘헬&amp;헤븐’에서 그의 존재는 완전히 사라졌다.
운명을 뛰어넘은 우연의 겹침으로 게임 속에서 사라져버린 신마족 유저 하메른 가르디에프.
멸망을 앞둔 소왕국 공주의 소환에 응한 신마족 하멜의 이야기가 시작된다!",https://page.kakao.com/content/59467501?tab_type=about,나눔
"최강최악의 빌런, 소설 속 세상에 환생하다 [단행본]",fantasy,시크리트으,https://dn-img-page.kakao.com/download/resource?kid=bzMYlZ/hzHNzLtqBW/XKVYgn9JrybNuoKCW1vZek&filename=th3,"최강최악의 빌런, 유신성. 

그를 죽이기 위해 힘을 합친 영웅들과의 싸움에서 사망한 그는 

그가 읽었던 소설 속 세상에서 소설에서는 나오지 않았던 주인공 아르카인의 이복형제이자 사생아 레이오스로 환생했다.

감정이 결여되었던 전생과 달리 감정이 풍부해진 그의 행보는….

[자신의 재미 중심인 안티 히어로]",https://page.kakao.com/content/60097303?tab_type=about,나눔
귀환자가 힘을 안 숨김,fantasy,유맹원,https://dn-img-page.kakao.com/download/resource?kid=cLrOK/hzCtelblxg/rZyxlazNHC5ytyax64D4O1&filename=th3,"힘을 왜 숨겨?
내 앞을 막으면 수단방법 안가리고 박살내버린다.",https://page.kakao.com/content/59724593?tab_type=about,나눔
영웅왕한테 선택받은 서자는 인생 2회차,fantasy,블랙다리움,https://dn-img-page.kakao.com/download/resource?kid=5RRPb/hzwBogewUR/PNhkZDPal9vtUHVrbYkZMk&filename=th3,"영웅왕
영웅들의 왕이라는 칭호로써, 그 위대한 업적은 신들로 하여금 두려움을 느끼게 하였다.

&lt;영웅왕이 선택받은 자의 커여운 모습에 코피를 줄줄 흘리며 엄지를 처억 내밉니다.&gt;
&lt;영웅왕이 역시 내가 영웅 하나는 기가 막히게 선택한다고 스스로 머리를 쓰다듬으며 뿌듯해 합니다.&gt;
&lt;영웅왕이 얼른 거기서 윗도리를 벗으라며 선택받은 자를 재촉합니다.&gt;

‘......’

조금 이상한? 영웅왕의 가호 아래, 핍박받던 서자 시절로 회귀했다.",https://page.kakao.com/content/59387816?tab_type=about,나눔
상점 쓰는 이세계 전사,fantasy,Cadilet,https://dn-img-page.kakao.com/download/resource?kid=djztSM/hzhOksDrpy/D46BoYzqyyxCjJZvKy8aSk&filename=th3,"이세계로 끌려가 밑바닥을 헤매던 현준.
고블린을 죽이고 생긴 상태창과 상점으로 점점 더 강해진다.

'더 이상 짓밟히며 살지 않겠다.'",https://page.kakao.com/content/58533846?tab_type=about,나눔
말단 군인의 쿠데타,fantasy,82,https://dn-img-page.kakao.com/download/resource?kid=cNcQnc/hzHNAKm1iC/jdxgKIQztLEhAGkWQZLHY1&filename=th3,"마법사는 재앙의 존재.
무조건적으로 섬멸해야만 하는 존재.
히트릭 왕국의 말단 군인인 난 늘 이렇게 교육받아 왔다.

그러나 클레릭이란 마법사를 만나고 난 뒤.
왕국의 이면성을 알게 됐다.
실상 왕국은 마법사들의 왕국과 다름 없었고, 왕국의 군대는 그간 거짓된 교육에 의해 엉뚱한 적을 두고, 죽이고 있었다.
그래서 결심했다.

""이 잘못된 사상을 가진 국가를 없앨 겁니다.""

말단의 신분에서 왕국을 뒤엎을 반란군이 되리라.",https://page.kakao.com/content/60096609?tab_type=about,나눔
다 빈치의 완성작을 늘려보자 [완결],fantasy,박재경,https://dn-img-page.kakao.com/download/resource?kid=coQDsx/hzwBiHJJ03/pxBrrEiXNtJfsPwLUr5sZK&filename=th3,"분명 루브르에서 모나리자를 보고 있었는데!
눈을 떠 보니 르네상스 시대의  피렌체.
더군다나 레오나르도 다 빈치가 제안을 해왔다.
 
""자네, 내 새로운 비서로 일해 볼텐가?""
""네....? 무슨 일을 하는데요?""

갑자기 된 다 빈치의 비서, 내가 잘 해낼 수 있을까?",https://page.kakao.com/content/59742663?tab_type=about,나눔
멸망한 왕가의 어쌔신,fantasy,페럿,https://dn-img-page.kakao.com/download/resource?kid=dM3KDi/hzHNvoHZ5K/mmwUCd3lHuqRvaWBkbC1fk&filename=th3,"소국의 소심한 왕자, 얀.

나라가 멸망했을땐 복수를 다짐했고
대륙이 멸망했을땐 눈앞이 깜깜해졌다.

가족같은 사람에게 배신당해 죽음을 마주했을 땐.
무섭다거나 슬프기보단 화가났다.

시간을 거슬러 회귀 했을 땐.
오직 나만이 이 세상을 구할수 있다고 확신했다.",https://page.kakao.com/content/60078670?tab_type=about,나눔
탑클래스 데몬헌터,fantasy,라파스,https://dn-img-page.kakao.com/download/resource?kid=n7ErU/hzHNCH8cI4/7Rl87yKxj1680QdGanQYxK&filename=th3,"""복수는 화끈하고 잔인하게.""

랭킹 7위, 경력 7년, 베테랑 데몬헌터 정태수.
그는 하루아침에 소중한 모든 걸 잃고 말았다.

이제 그가 할 수 있는 일은 단 하나.
처절한 복수를 위해 놈을 찾는 것.

오늘도 그는 매그넘 52구경, 피 묻은 손도끼를 들고, 모든 걸 빼앗아간 놈을 찾는다. 
악마와의 전쟁으로 피폐된 세상에서.",https://page.kakao.com/content/60076435?tab_type=about,나눔
동로마의 황제로 회귀하다,fantasy,물의백작,https://dn-img-page.kakao.com/download/resource?kid=cfVp9D/hzHNCOT2Mp/el9R7Ss8HkknSkcDbQgmj0&filename=th3,"“폐황제, 라스카리스! 그대의 두 눈을 뽑아 후환을 없애노라!”

어느 때보다 약속된 미래가 열렸던 그 해.
즐거워야 할 화이트 크리스마스의 선물은 모순되게도 참혹한 파멸로 끝나 버렸다.
그리고 제국마저 나락의 곡선을 그리며 몰락하기 시작한다.

＂내가 악당이 되더라도 상관없어. 내 운명을, 나라의 운명을 바꿀 수 있다면 기꺼이 내 짐으로 부르겠다.＂

주후 1258년 8월 26일. 오십 년의 꿈과 현실 사이의 기억을 가진 채로, 여덟 살의 요안니스 라스카리스가 오랜 잠에서 깨어났다!
그리고 그를 둘러싼 세계는 영원히 바뀌었다!",https://page.kakao.com/content/60072144?tab_type=about,나눔
알라사의 대영주,fantasy,김연우,https://dn-img-page.kakao.com/download/resource?kid=bUzxFq/hzCtgKNcK9/TDwJciyQSiC57ctoRbG8h1&filename=th3,"대학자 오브리가 부와 권력을 포기하고 알라사로 향한 이유이자 일생의 난제.

'모든 영지민들은 행복을 누릴 수 있는가.'

마침내 도착한 알라사 영지의 일상 속,
대학자 오브리와 후작가의 아가씨 이오니아의 이야기가 펼쳐진다.",https://page.kakao.com/content/60054381?tab_type=about,나눔
기적의 진료소,fantasy,김연우,https://dn-img-page.kakao.com/download/resource?kid=bFhNHd/hzHNFqV7W2/JVQcfuLEnRneCrJTzq89e1&filename=th3,"천 번의 회귀를 거치며 신의 위업을 달성한 절대자 강준. 
신이 내린 마지막 퀘스트를 달성한 그는 소원을 빈다.
윤회의 사슬을 끊고 평화로운 곳에서 여생을 마치고 싶다고.

""신의 이름으로 그대의 자유를 허하노니. 기적의 빛이 그대를 인도하리라.""

강준은 운명처럼 다시 눈을 떴다.
그런데 그의 눈앞에 펼쳐진 그곳은 전혀 다른 세상이었다.",https://page.kakao.com/content/60035645?tab_type=about,나눔
미친 헌터가 너무 강함 [완결],fantasy,글국,https://dn-img-page.kakao.com/download/resource?kid=jPa91/hzHNB26zI1/pjKS8xscNQGvIg00PNYia0&filename=th3,"미친놈이 돌아왔다.
군대로....",https://page.kakao.com/content/60008609?tab_type=about,나눔
